ensg	biotype	symbol	chrom
ENSG00000309051	lncRNA	ENSG00000309051	chr1
ENSG00000120942	protein_coding	UBIAD1	chr1
ENSG00000238199	processed_pseudogene	UBE2V2P3	chr1
ENSG00000284646	lncRNA	ENSG00000284646	chr1
ENSG00000302153	lncRNA	ENSG00000302153	chr1
ENSG00000302176	lncRNA	ENSG00000302176	chr1
ENSG00000224338	processed_pseudogene	MTCYBP45	chr1
ENSG00000299102	lncRNA	ENSG00000299102	chr1
ENSG00000204624	protein_coding	DISP3	chr1
ENSG00000285833	lncRNA	ENSG00000285833	chr1
ENSG00000303300	lncRNA	ENSG00000303300	chr1
ENSG00000235643	lncRNA	LINC01647	chr1
ENSG00000284708	lncRNA	ENSG00000284708	chr1
ENSG00000116661	protein_coding	FBXO2	chr1
ENSG00000132879	protein_coding	FBXO44	chr1
ENSG00000116670	protein_coding	MAD2L2	chr1
ENSG00000116663	protein_coding	FBXO6	chr1
ENSG00000162490	protein_coding	DRAXIN	chr1
ENSG00000301523	lncRNA	ENSG00000301523	chr1
ENSG00000305789	lncRNA	ENSG00000305789	chr1
ENSG00000177674	protein_coding	AGTRAP	chr1
ENSG00000215910	protein_coding	C1orf167	chr1
ENSG00000177553	lncRNA	C1orf167-AS1	chr1
ENSG00000177000	protein_coding	MTHFR	chr1
ENSG00000011021	protein_coding	CLCN6	chr1
ENSG00000276470	misc_RNA	ENSG00000276470	chr1
ENSG00000278852	misc_RNA	ENSG00000278852	chr1
ENSG00000175206	protein_coding	NPPA	chr1
ENSG00000275915	misc_RNA	ENSG00000275915	chr1
ENSG00000120937	protein_coding	NPPB	chr1
ENSG00000224904	processed_pseudogene	SBF1P2	chr1
ENSG00000285646	lncRNA	ENSG00000285646	chr1
ENSG00000199347	snRNA	RNU5E-1	chr1
ENSG00000201801	snRNA	RNU5E-4P	chr1
ENSG00000116685	protein_coding	KIAA2013	chr1
ENSG00000083444	protein_coding	PLOD1	chr1
ENSG00000287384	lncRNA	ENSG00000287384	chr1
ENSG00000116688	protein_coding	MFN2	chr1
ENSG00000270914	processed_pseudogene	ENSG00000270914	chr1
ENSG00000116691	protein_coding	MIIP	chr1
ENSG00000202461	misc_RNA	Y_RNA	chr1
ENSG00000276869	miRNA	MIR6729	chr1
ENSG00000243539	misc_RNA	RN7SL649P	chr1
ENSG00000120949	protein_coding	TNFRSF8	chr1
ENSG00000201135	snRNA	RNU6-777P	chr1
ENSG00000227875	processed_pseudogene	RPL23AP89	chr1
ENSG00000285604	lncRNA	ENSG00000285604	chr1
ENSG00000294285	lncRNA	ENSG00000294285	chr1
ENSG00000301863	lncRNA	ENSG00000301863	chr1
ENSG00000283789	miRNA	MIR7846	chr1
ENSG00000028137	protein_coding	TNFRSF1B	chr1
ENSG00000296888	lncRNA	ENSG00000296888	chr1
ENSG00000263676	miRNA	MIR4632	chr1
ENSG00000297053	lncRNA	ENSG00000297053	chr1
ENSG00000225196	processed_pseudogene	RPL10P17	chr1
ENSG00000252969	snoRNA	SNORA70	chr1
ENSG00000048707	protein_coding	VPS13D	chr1
ENSG00000295309	lncRNA	ENSG00000295309	chr1
ENSG00000239149	snoRNA	SNORA59A	chr1
ENSG00000229484	lncRNA	LINC02766	chr1
ENSG00000309694	lncRNA	ENSG00000309694	chr1
ENSG00000162496	protein_coding	DHRS3	chr1
ENSG00000221340	snRNA	RNU6ATAC18P	chr1
ENSG00000276830	miRNA	MIR6730	chr1
ENSG00000305650	lncRNA	ENSG00000305650	chr1
ENSG00000288927	lncRNA	ENSG00000288927	chr1
ENSG00000204518	protein_coding	AADACL4	chr1
ENSG00000226166	processed_pseudogene	ENSG00000226166	chr1
ENSG00000188984	protein_coding	AADACL3	chr1
ENSG00000157330	protein_coding	CFAP107	chr1
ENSG00000116726	protein_coding	PRAMEF12	chr1
ENSG00000116721	protein_coding	PRAMEF1	chr1
ENSG00000228338	lncRNA	LINC01784	chr1
ENSG00000239810	protein_coding	PRAMEF11	chr1
ENSG00000231103	unprocessed_pseudogene	PRAMEF30P	chr1
ENSG00000179172	protein_coding	HNRNPCL1	chr1
ENSG00000120952	protein_coding	PRAMEF2	chr1
ENSG00000243073	protein_coding	PRAMEF4	chr1
ENSG00000296105	lncRNA	ENSG00000296105	chr1
ENSG00000187545	protein_coding	PRAMEF10	chr1
ENSG00000204510	protein_coding	PRAMEF7	chr1
ENSG00000207434	snRNA	RNU6-1072P	chr1
ENSG00000234064	unprocessed_pseudogene	PRAMEF29P	chr1
ENSG00000232423	protein_coding	PRAMEF6	chr1
ENSG00000274178	unprocessed_pseudogene	PRAMEF28P	chr1
ENSG00000274764	protein_coding	PRAMEF27	chr1
ENSG00000277058	protein_coding	HNRNPCL3	chr1
ENSG00000229571	protein_coding	PRAMEF25	chr1
ENSG00000277862	unprocessed_pseudogene	PRAMEF34P	chr1
ENSG00000236179	unprocessed_pseudogene	PRAMEF35P	chr1
ENSG00000275774	protein_coding	HNRNPCL2	chr1
ENSG00000290772	lncRNA	PRAMEF36P	chr1
ENSG00000229978	transcribed_unprocessed_pseudogene	PRAMEF36P	chr1
ENSG00000297821	lncRNA	ENSG00000297821	chr1
ENSG00000233336	lncRNA	ENSG00000233336	chr1
ENSG00000280267	protein_coding	PRAMEF26	chr1
ENSG00000179412	protein_coding	HNRNPCL4	chr1
ENSG00000204505	protein_coding	PRAMEF9	chr1
ENSG00000279169	protein_coding	PRAMEF13	chr1
ENSG00000279804	protein_coding	PRAMEF18	chr1
ENSG00000295394	lncRNA	ENSG00000295394	chr1
ENSG00000250894	transcribed_unprocessed_pseudogene	PRAMEF31P	chr1
ENSG00000270601	protein_coding	PRAMEF5	chr1
ENSG00000231219	unprocessed_pseudogene	PRAMEF32P	chr1
ENSG00000207511	snRNA	RNU6-771P	chr1
ENSG00000182330	protein_coding	PRAMEF8	chr1
ENSG00000237700	protein_coding	PRAMEF33	chr1
ENSG00000204501	protein_coding	PRAMEF15	chr1
ENSG00000228229	lncRNA	ENSG00000228229	chr1
ENSG00000204481	protein_coding	PRAMEF14	chr1
ENSG00000204480	protein_coding	PRAMEF19	chr1
ENSG00000204479	protein_coding	PRAMEF17	chr1
ENSG00000204478	protein_coding	PRAMEF20	chr1
ENSG00000307992	lncRNA	ENSG00000307992	chr1
ENSG00000295011	lncRNA	ENSG00000295011	chr1
ENSG00000162494	protein_coding	LRRC38	chr1
ENSG00000301663	lncRNA	ENSG00000301663	chr1
ENSG00000259961	lncRNA	ENSG00000259961	chr1
ENSG00000215909	processed_pseudogene	BRWD1P1	chr1
ENSG00000162493	protein_coding	PDPN	chr1
ENSG00000222952	rRNA_pseudogene	RNA5SP41	chr1
ENSG00000237445	lncRNA	ENSG00000237445	chr1
ENSG00000295237	lncRNA	ENSG00000295237	chr1
ENSG00000253085	scaRNA	ENSG00000253085	chr1
ENSG00000116731	protein_coding	PRDM2	chr1
ENSG00000289380	lncRNA	ENSG00000289380	chr1
ENSG00000304226	lncRNA	ENSG00000304226	chr1
ENSG00000189337	protein_coding	KAZN	chr1
ENSG00000252151	snRNA	RNU6-1265P	chr1
ENSG00000231606	lncRNA	ENSG00000231606	chr1
ENSG00000234593	lncRNA	KAZN-AS1	chr1
ENSG00000302124	lncRNA	ENSG00000302124	chr1
ENSG00000235829	processed_pseudogene	TBCAP2	chr1
ENSG00000287756	lncRNA	ENSG00000287756	chr1
ENSG00000294214	lncRNA	ENSG00000294214	chr1
ENSG00000294586	lncRNA	ENSG00000294586	chr1
ENSG00000293964	lncRNA	ENSG00000293964	chr1
ENSG00000175147	lncRNA	TMEM51-AS1	chr1
ENSG00000310342	lncRNA	ENSG00000310342	chr1
ENSG00000171729	protein_coding	TMEM51	chr1
ENSG00000204464	lncRNA	TMEM51-AS2	chr1
ENSG00000215720	processed_pseudogene	MFFP1	chr1
ENSG00000278480	processed_pseudogene	ZBTB2P1	chr1
ENSG00000142621	protein_coding	FHAD1	chr1
ENSG00000228140	lncRNA	EFHD2-AS1	chr1
ENSG00000233485	lncRNA	FHAD1-AS1	chr1
ENSG00000236045	lncRNA	ENSG00000236045	chr1
ENSG00000142634	protein_coding	EFHD2	chr1
ENSG00000162438	protein_coding	CTRC	chr1
ENSG00000142615	protein_coding	CELA2A	chr1
ENSG00000215704	protein_coding	CELA2B	chr1
ENSG00000132906	protein_coding	CASP9	chr1
ENSG00000116138	protein_coding	DNAJC16	chr1
ENSG00000251866	scaRNA	SCARNA21B	chr1
ENSG00000272510	lncRNA	ENSG00000272510	chr1
ENSG00000116771	protein_coding	AGMAT	chr1
ENSG00000237301	lncRNA	ENSG00000237301	chr1
ENSG00000235084	processed_pseudogene	CHCHD2P6	chr1
ENSG00000252417	snRNA	RNU7-179P	chr1
ENSG00000294489	lncRNA	ENSG00000294489	chr1
ENSG00000236500	processed_pseudogene	CD24P1	chr1
ENSG00000197312	protein_coding	DDI2	chr1
ENSG00000215695	protein_coding	RSC1A1	chr1
ENSG00000271742	lncRNA	ENSG00000271742	chr1
ENSG00000116786	protein_coding	PLEKHM2	chr1
ENSG00000237938	lncRNA	ENSG00000237938	chr1
ENSG00000162461	protein_coding	SLC25A34	chr1
ENSG00000224459	lncRNA	SLC25A34-AS1	chr1
ENSG00000162460	protein_coding	TMEM82	chr1
ENSG00000297277	lncRNA	ENSG00000297277	chr1
ENSG00000162458	protein_coding	FBLIM1	chr1
ENSG00000179743	lncRNA	SPEN-AS1	chr1
ENSG00000224321	processed_pseudogene	RPL12P14	chr1
ENSG00000233954	protein_coding	UQCRHL	chr1
ENSG00000178715	processed_pseudogene	ENSG00000178715	chr1
ENSG00000065526	protein_coding	SPEN	chr1
ENSG00000270620	unprocessed_pseudogene	ENSG00000270620	chr1
ENSG00000116809	protein_coding	ZBTB17	chr1
ENSG00000234607	processed_pseudogene	ENSG00000234607	chr1
ENSG00000231353	unprocessed_pseudogene	ENSG00000231353	chr1
ENSG00000275503	processed_pseudogene	ENSG00000275503	chr1
ENSG00000224966	unprocessed_pseudogene	TBC1D3P6	chr1
ENSG00000183888	protein_coding	SRARP	chr1
ENSG00000233078	lncRNA	ENSG00000233078	chr1
ENSG00000173641	protein_coding	HSPB7	chr1
ENSG00000186510	protein_coding	CLCNKA	chr1
ENSG00000307216	lncRNA	ENSG00000307216	chr1
ENSG00000232456	transcribed_unprocessed_pseudogene	FAM131C2P	chr1
ENSG00000184908	protein_coding	CLCNKB	chr1
ENSG00000185519	protein_coding	FAM131C	chr1
ENSG00000142627	protein_coding	EPHA2	chr1
ENSG00000227959	lncRNA	EPHA2-AS1	chr1
ENSG00000297531	lncRNA	ENSG00000297531	chr1
ENSG00000142632	protein_coding	ARHGEF19	chr1
ENSG00000291077	lncRNA	ENSG00000291077	chr1
ENSG00000237276	transcribed_unprocessed_pseudogene	ANO7L1	chr1
ENSG00000288398	lncRNA	ENSG00000288398	chr1
ENSG00000132881	protein_coding	CPLANE2	chr1
ENSG00000293791	lncRNA	ENSG00000293791	chr1
ENSG00000233929	transcribed_processed_pseudogene	MT1XP1	chr1
ENSG00000037637	protein_coding	FBXO42	chr1
ENSG00000055070	protein_coding	SZRD1	chr1
ENSG00000226457	processed_pseudogene	RPL22P3	chr1
ENSG00000187144	protein_coding	SPATA21	chr1
ENSG00000157191	protein_coding	NECAP2	chr1
ENSG00000290842	lncRNA	CROCCP3	chr1
ENSG00000226029	lncRNA	LINC01772	chr1
ENSG00000080947	transcribed_unprocessed_pseudogene	CROCCP3	chr1
ENSG00000306228	lncRNA	ENSG00000306228	chr1
ENSG00000206652	snRNA	RNU1-1	chr1
ENSG00000224174	lncRNA	ENSG00000224174	chr1
ENSG00000233421	lncRNA	LINC01783	chr1
ENSG00000277344	snRNA	RNU1-6P	chr1
ENSG00000298308	lncRNA	ENSG00000298308	chr1
ENSG00000225710	unprocessed_pseudogene	PDE4DIPP8	chr1
ENSG00000219481	protein_coding	NBPF1	chr1
ENSG00000271732	lncRNA	ENSG00000271732	chr1
ENSG00000291072	lncRNA	ENSG00000291072	chr1
ENSG00000215908	transcribed_unprocessed_pseudogene	CROCCP2	chr1
ENSG00000283773	transcribed_unprocessed_pseudogene	ENSG00000283773	chr1
ENSG00000293920	lncRNA	ENSG00000293920	chr1
ENSG00000293901	lncRNA	ENSG00000293901	chr1
ENSG00000186301	transcribed_unprocessed_pseudogene	MST1P2	chr1
ENSG00000282143	lncRNA	ENSG00000282143	chr1
ENSG00000207513	snRNA	RNU1-3	chr1
ENSG00000280114	transcribed_unprocessed_pseudogene	ENSG00000280114	chr1
ENSG00000290849	lncRNA	ENSG00000290849	chr1
ENSG00000236698	transcribed_processed_pseudogene	EIF1AXP1	chr1
ENSG00000296694	lncRNA	ENSG00000296694	chr1
ENSG00000268869	transcribed_unprocessed_pseudogene	ESPNP	chr1
ENSG00000279151	lncRNA	ENSG00000279151	chr1
ENSG00000293526	lncRNA	ENSG00000293526	chr1
ENSG00000282740	lncRNA	ENSG00000282740	chr1
ENSG00000058453	protein_coding	CROCC	chr1
ENSG00000290850	lncRNA	ENSG00000290850	chr1
ENSG00000207389	snRNA	RNU1-4	chr1
ENSG00000227684	transcribed_unprocessed_pseudogene	CROCCP4	chr1
ENSG00000290851	lncRNA	ENSG00000290851	chr1
ENSG00000186715	transcribed_unprocessed_pseudogene	MST1L	chr1
ENSG00000223643	lncRNA	ENSG00000223643	chr1
ENSG00000230239	unprocessed_pseudogene	PDE4DIPP9	chr1
ENSG00000263811	miRNA	MIR3675	chr1
ENSG00000302843	lncRNA	ENSG00000302843	chr1
ENSG00000228549	lncRNA	LINC03126	chr1
ENSG00000277234	snRNA	RNU1-5P	chr1
ENSG00000238142	lncRNA	ENSG00000238142	chr1
ENSG00000235241	processed_pseudogene	ENSG00000235241	chr1
ENSG00000207005	snRNA	RNU1-2	chr1
ENSG00000272426	lncRNA	ENSG00000272426	chr1
ENSG00000290122	lncRNA	ENSG00000290122	chr1
ENSG00000117122	protein_coding	MFAP2	chr1
ENSG00000286898	lncRNA	ENSG00000286898	chr1
ENSG00000226526	lncRNA	ENSG00000226526	chr1
ENSG00000159363	protein_coding	ATP13A2	chr1
ENSG00000288636	protein_coding	ENSG00000288636	chr1
ENSG00000117118	protein_coding	SDHB	chr1
ENSG00000117115	protein_coding	PADI2	chr1
ENSG00000204362	lncRNA	LINC02783	chr1
ENSG00000282843	lncRNA	ENSG00000282843	chr1
ENSG00000142623	protein_coding	PADI1	chr1
ENSG00000142619	protein_coding	PADI3	chr1
ENSG00000266634	miRNA	MIR3972	chr1
ENSG00000159339	protein_coding	PADI4	chr1
ENSG00000276747	protein_coding	PADI6	chr1
ENSG00000227751	lncRNA	RCC2-AS1	chr1
ENSG00000179051	protein_coding	RCC2	chr1
ENSG00000308620	lncRNA	ENSG00000308620	chr1
ENSG00000290096	lncRNA	ENSG00000290096	chr1
ENSG00000307703	lncRNA	ENSG00000307703	chr1
ENSG00000306620	lncRNA	ENSG00000306620	chr1
ENSG00000074964	protein_coding	ARHGEF10L	chr1
ENSG00000302710	lncRNA	ENSG00000302710	chr1
ENSG00000236648	lncRNA	LINC02810	chr1
ENSG00000117148	protein_coding	ACTL8	chr1
ENSG00000296176	lncRNA	ENSG00000296176	chr1
ENSG00000296161	lncRNA	ENSG00000296161	chr1
ENSG00000284653	lncRNA	ENSG00000284653	chr1
ENSG00000302372	lncRNA	ENSG00000302372	chr1
ENSG00000261781	lncRNA	LINC01654	chr1
ENSG00000117154	protein_coding	IGSF21	chr1
ENSG00000280222	TEC	ENSG00000280222	chr1
ENSG00000293810	lncRNA	ENSG00000293810	chr1
ENSG00000230035	lncRNA	IGSF21-AS1	chr1
ENSG00000293766	lncRNA	ENSG00000293766	chr1
ENSG00000225387	lncRNA	ENSG00000225387	chr1
ENSG00000294535	lncRNA	ENSG00000294535	chr1
ENSG00000179023	protein_coding	KLHDC7A	chr1
ENSG00000235282	processed_pseudogene	DYNLL1P3	chr1
ENSG00000225478	processed_pseudogene	ENSG00000225478	chr1
ENSG00000300147	lncRNA	ENSG00000300147	chr1
ENSG00000009709	protein_coding	PAX7	chr1
ENSG00000308985	lncRNA	ENSG00000308985	chr1
ENSG00000179002	protein_coding	TAS1R2	chr1
ENSG00000159423	protein_coding	ALDH4A1	chr1
ENSG00000265606	miRNA	MIR4695	chr1
ENSG00000221662	miRNA	MIR1290	chr1
ENSG00000310349	lncRNA	ENSG00000310349	chr1
ENSG00000169991	protein_coding	IFFO2	chr1
ENSG00000295712	lncRNA	ENSG00000295712	chr1
ENSG00000308389	lncRNA	ENSG00000308389	chr1
ENSG00000307102	lncRNA	ENSG00000307102	chr1
ENSG00000272084	lncRNA	ENSG00000272084	chr1
ENSG00000127481	protein_coding	UBR4	chr1
ENSG00000230424	lncRNA	EMC1-AS1	chr1
ENSG00000127463	protein_coding	EMC1	chr1
ENSG00000309633	lncRNA	ENSG00000309633	chr1
ENSG00000053372	protein_coding	MRTO4	chr1
ENSG00000286064	unprocessed_pseudogene	ENSG00000286064	chr1
ENSG00000211454	protein_coding	AKR7L	chr1
ENSG00000162482	protein_coding	AKR7A3	chr1
ENSG00000270728	transcribed_processed_pseudogene	ENSG00000270728	chr1
ENSG00000308073	lncRNA	ENSG00000308073	chr1
ENSG00000053371	protein_coding	AKR7A2	chr1
ENSG00000200403	snRNA	RNU6-1099P	chr1
ENSG00000040487	protein_coding	SLC66A1	chr1
ENSG00000077549	protein_coding	CAPZB	chr1
ENSG00000306364	lncRNA	ENSG00000306364	chr1
ENSG00000240490	misc_RNA	RN7SL277P	chr1
ENSG00000306329	lncRNA	ENSG00000306329	chr1
ENSG00000173436	protein_coding	MICOS10	chr1
ENSG00000306287	lncRNA	ENSG00000306287	chr1
ENSG00000201609	snRNA	RNU4-28P	chr1
ENSG00000235185	lncRNA	MICOS10-DT	chr1
ENSG00000158747	protein_coding	NBL1	chr1
ENSG00000270136	protein_coding	MICOS10-NBL1	chr1
ENSG00000226396	processed_pseudogene	ENSG00000226396	chr1
ENSG00000306350	lncRNA	ENSG00000306350	chr1
ENSG00000158748	protein_coding	HTR6	chr1
ENSG00000162542	protein_coding	TMCO4	chr1
ENSG00000178828	protein_coding	RNF186	chr1
ENSG00000235434	lncRNA	RNF186-AS1	chr1
ENSG00000169914	protein_coding	OTUD3	chr1
ENSG00000308515	lncRNA	ENSG00000308515	chr1
ENSG00000188784	protein_coding	PLA2G2E	chr1
ENSG00000242688	misc_RNA	RN7SL304P	chr1
ENSG00000188257	protein_coding	PLA2G2A	chr1
ENSG00000297402	lncRNA	ENSG00000297402	chr1
ENSG00000127472	protein_coding	PLA2G5	chr1
ENSG00000117215	protein_coding	PLA2G2D	chr1
ENSG00000307383	lncRNA	ENSG00000307383	chr1
ENSG00000158786	protein_coding	PLA2G2F	chr1
ENSG00000227066	lncRNA	ENSG00000227066	chr1
ENSG00000187980	protein_coding	PLA2G2C	chr1
ENSG00000162543	protein_coding	UBXN10	chr1
ENSG00000228105	lncRNA	LINC01757	chr1
ENSG00000284710	lncRNA	ENSG00000284710	chr1
ENSG00000158816	protein_coding	VWA5B1	chr1
ENSG00000226664	lncRNA	ENSG00000226664	chr1
ENSG00000304627	lncRNA	ENSG00000304627	chr1
ENSG00000236963	lncRNA	LINC01141	chr1
ENSG00000226487	lncRNA	ENSG00000226487	chr1
ENSG00000284641	lncRNA	ENSG00000284641	chr1
ENSG00000284743	lncRNA	ENSG00000284743	chr1
ENSG00000296909	lncRNA	ENSG00000296909	chr1
ENSG00000162545	protein_coding	CAMK2N1	chr1
ENSG00000289402	lncRNA	ENSG00000289402	chr1
ENSG00000090432	protein_coding	MUL1	chr1
ENSG00000215520	processed_pseudogene	RPS4XP4	chr1
ENSG00000183114	protein_coding	FAM43B	chr1
ENSG00000158825	protein_coding	CDA	chr1
ENSG00000158828	protein_coding	PINK1	chr1
ENSG00000284005	miRNA	MIR6084	chr1
ENSG00000117242	lncRNA	PINK1-AS	chr1
ENSG00000244038	protein_coding	DDOST	chr1
ENSG00000296887	lncRNA	ENSG00000296887	chr1
ENSG00000117245	protein_coding	KIF17	chr1
ENSG00000235432	unprocessed_pseudogene	ENSG00000235432	chr1
ENSG00000189410	protein_coding	SH2D5	chr1
ENSG00000298940	lncRNA	ENSG00000298940	chr1
ENSG00000233069	lncRNA	ENSG00000233069	chr1
ENSG00000127483	protein_coding	HP1BP3	chr1
ENSG00000075151	protein_coding	EIF4G3	chr1
ENSG00000251914	snRNA	RNU7-200P	chr1
ENSG00000221808	miRNA	MIR1256	chr1
ENSG00000233072	processed_pseudogene	RPS15AP6	chr1
ENSG00000236073	processed_pseudogene	ENSG00000236073	chr1
ENSG00000235112	processed_pseudogene	HSPE1P27	chr1
ENSG00000287192	lncRNA	ENSG00000287192	chr1
ENSG00000117298	protein_coding	ECE1	chr1
ENSG00000236936	lncRNA	ENSG00000236936	chr1
ENSG00000231105	lncRNA	ECE1-AS1	chr1
ENSG00000296859	lncRNA	ENSG00000296859	chr1
ENSG00000236216	processed_pseudogene	PPP1R11P1	chr1
ENSG00000228823	unprocessed_pseudogene	PDE4DIPP10	chr1
ENSG00000236009	lncRNA	ENSG00000236009	chr1
ENSG00000227001	unprocessed_pseudogene	NBPF2P	chr1
ENSG00000187952	processed_pseudogene	HS6ST1P1	chr1
ENSG00000186543	transcribed_unprocessed_pseudogene	CROCCP5	chr1
ENSG00000295832	lncRNA	ENSG00000295832	chr1
ENSG00000142794	protein_coding	NBPF3	chr1
ENSG00000176378	processed_pseudogene	PFN1P10	chr1
ENSG00000162551	protein_coding	ALPL	chr1
ENSG00000298372	lncRNA	ENSG00000298372	chr1
ENSG00000289715	protein_coding	ENSG00000289715	chr1
ENSG00000305564	lncRNA	ENSG00000305564	chr1
ENSG00000233431	lncRNA	LINC02596	chr1
ENSG00000076864	protein_coding	RAP1GAP	chr1
ENSG00000090686	protein_coding	USP48	chr1
ENSG00000231978	processed_pseudogene	ENSG00000231978	chr1
ENSG00000187942	protein_coding	LDLRAD2	chr1
ENSG00000142798	protein_coding	HSPG2	chr1
ENSG00000305448	lncRNA	ENSG00000305448	chr1
ENSG00000232037	processed_pseudogene	RPL21P29	chr1
ENSG00000293453	lncRNA	ENSG00000293453	chr1
ENSG00000283234	transcribed_unitary_pseudogene	ENSG00000283234	chr1
ENSG00000219073	protein_coding	CELA3B	chr1
ENSG00000285959	lncRNA	ENSG00000285959	chr1
ENSG00000273610	misc_RNA	RN7SL386P	chr1
ENSG00000201919	snRNA	RNU6-1022P	chr1
ENSG00000142789	protein_coding	CELA3A	chr1
ENSG00000278124	misc_RNA	RN7SL186P	chr1
ENSG00000201273	snRNA	RNU6-776P	chr1
ENSG00000228397	lncRNA	LINC01635	chr1
ENSG00000218510	lncRNA	LINC00339	chr1
ENSG00000289694	protein_coding	ENSG00000289694	chr1
ENSG00000285752	lncRNA	CDC42-AS1	chr1
ENSG00000285794	transcribed_processed_pseudogene	ENSG00000285794	chr1
ENSG00000070831	protein_coding	CDC42	chr1
ENSG00000230068	lncRNA	CDC42-IT1	chr1
ENSG00000271428	processed_pseudogene	MPHOSPH6P1	chr1
ENSG00000305135	lncRNA	ENSG00000305135	chr1
ENSG00000162552	protein_coding	WNT4	chr1
ENSG00000305152	lncRNA	ENSG00000305152	chr1
ENSG00000285873	lncRNA	ENSG00000285873	chr1
ENSG00000294752	lncRNA	ENSG00000294752	chr1
ENSG00000266564	miRNA	MIR4418	chr1
ENSG00000294164	lncRNA	ENSG00000294164	chr1
ENSG00000302675	lncRNA	ENSG00000302675	chr1
ENSG00000234397	processed_pseudogene	PPIAP34	chr1
ENSG00000279625	TEC	ENSG00000279625	chr1
ENSG00000299881	lncRNA	ENSG00000299881	chr1
ENSG00000184677	protein_coding	ZBTB40	chr1
ENSG00000302246	lncRNA	ENSG00000302246	chr1
ENSG00000237200	lncRNA	ZBTB40-IT1	chr1
ENSG00000070886	protein_coding	EPHA8	chr1
ENSG00000276835	miRNA	MIR6127	chr1
ENSG00000173372	protein_coding	C1QA	chr1
ENSG00000289692	protein_coding	ENSG00000289692	chr1
ENSG00000159189	protein_coding	C1QC	chr1
ENSG00000308848	lncRNA	ENSG00000308848	chr1
ENSG00000173369	protein_coding	C1QB	chr1
ENSG00000133216	protein_coding	EPHB2	chr1
ENSG00000265422	miRNA	MIR4684	chr1
ENSG00000225952	lncRNA	ENSG00000225952	chr1
ENSG00000264014	miRNA	MIR4253	chr1
ENSG00000215906	protein_coding	LACTBL1	chr1
ENSG00000297948	lncRNA	ENSG00000297948	chr1
ENSG00000227868	protein_coding	TEX46	chr1
ENSG00000004487	protein_coding	KDM1A	chr1
ENSG00000240553	lncRNA	ENSG00000240553	chr1
ENSG00000263793	miRNA	MIR3115	chr1
ENSG00000266802	miRNA	ENSG00000266802	chr1
ENSG00000169641	protein_coding	LUZP1	chr1
ENSG00000293565	protein_coding	ENSG00000293565	chr1
ENSG00000229010	processed_pseudogene	ENSG00000229010	chr1
ENSG00000206935	snRNA	RNU6-514P	chr1
ENSG00000252578	snRNA	RNU6-135P	chr1
ENSG00000289014	lncRNA	ENSG00000289014	chr1
ENSG00000179546	protein_coding	HTR1D	chr1
ENSG00000304077	lncRNA	ENSG00000304077	chr1
ENSG00000215381	processed_pseudogene	RPL29P6	chr1
ENSG00000302918	lncRNA	ENSG00000302918	chr1
ENSG00000261326	lncRNA	LINC01355	chr1
ENSG00000284726	lncRNA	ENSG00000284726	chr1
ENSG00000125944	protein_coding	HNRNPR	chr1
ENSG00000125945	protein_coding	ZNF436	chr1
ENSG00000249087	lncRNA	ZNF436-AS1	chr1
ENSG00000201405	misc_RNA	Y_RNA	chr1
ENSG00000271420	lncRNA	ENSG00000271420	chr1
ENSG00000204219	protein_coding	TCEA3	chr1
ENSG00000232482	processed_pseudogene	ENSG00000232482	chr1
ENSG00000295946	lncRNA	ENSG00000295946	chr1
ENSG00000088280	protein_coding	ASAP3	chr1
ENSG00000007968	protein_coding	E2F2	chr1
ENSG00000307540	lncRNA	ENSG00000307540	chr1
ENSG00000307580	lncRNA	ENSG00000307580	chr1
ENSG00000235052	lncRNA	ENSG00000235052	chr1
ENSG00000117318	protein_coding	ID3	chr1
ENSG00000307609	lncRNA	ENSG00000307609	chr1
ENSG00000285802	lncRNA	ENSG00000285802	chr1
ENSG00000197880	lncRNA	MDS2	chr1
ENSG00000229239	unprocessed_pseudogene	EEF1A1P48	chr1
ENSG00000304075	lncRNA	ENSG00000304075	chr1
ENSG00000142676	protein_coding	RPL11	chr1
ENSG00000236810	lncRNA	ELOA-AS1	chr1
ENSG00000011007	protein_coding	ELOA	chr1
ENSG00000057757	protein_coding	PITHD1	chr1
ENSG00000289835	lncRNA	ENSG00000289835	chr1
ENSG00000011009	protein_coding	LYPLA2	chr1
ENSG00000117308	protein_coding	GALE	chr1
ENSG00000117305	protein_coding	HMGCL	chr1
ENSG00000179163	protein_coding	FUCA1	chr1
ENSG00000188822	protein_coding	CNR2	chr1
ENSG00000229106	processed_pseudogene	BTBD6P1	chr1
ENSG00000232557	lncRNA	ENSG00000232557	chr1
ENSG00000264926	miRNA	MIR378F	chr1
ENSG00000299163	lncRNA	ENSG00000299163	chr1
ENSG00000230228	transcribed_processed_pseudogene	H3P1	chr1
ENSG00000189266	protein_coding	PNRC2	chr1
ENSG00000188529	protein_coding	SRSF10	chr1
ENSG00000225315	lncRNA	ENSG00000225315	chr1
ENSG00000215905	processed_pseudogene	RPL36P5	chr1
ENSG00000142661	protein_coding	MYOM3	chr1
ENSG00000230703	lncRNA	MYOM3-AS1	chr1
ENSG00000142677	protein_coding	IL22RA1	chr1
ENSG00000185436	protein_coding	IFNLR1	chr1
ENSG00000158055	protein_coding	GRHL3	chr1
ENSG00000230023	lncRNA	LINC02800	chr1
