ensembl_id	symbol	name	type_of_gene
ENSG00000119950	MXI1	MAX interactor 1, dimerization protein	protein-coding
ENSG00000119953	SMNDC1	survival motor neuron domain containing 1	protein-coding
ENSG00000119965	C10orf88	chromosome 10 open reading frame 88	protein-coding
ENSG00000119969	HELLS	helicase, lymphoid specific	protein-coding
ENSG00000119973	PRLHR	prolactin releasing hormone receptor	protein-coding
ENSG00000119977	TCTN3	tectonic family member 3	protein-coding
ENSG00000119979	DENND10	DENN domain containing 10	protein-coding
ENSG00000119986	AVPI1	arginine vasopressin induced 1	protein-coding
ENSG00000120008	WDR11	WD repeat domain 11	protein-coding
ENSG00000120029	ARMH3	armadillo like helical domain containing 3	protein-coding
ENSG00000120049	KCNIP2	potassium voltage-gated channel interacting protein 2	protein-coding
ENSG00000120051	CFAP58	cilia and flagella associated protein 58	protein-coding
ENSG00000120053	GOT1	glutamic-oxaloacetic transaminase 1	protein-coding
ENSG00000120054	CPN1	carboxypeptidase N subunit 1	protein-coding
ENSG00000120055	C10orf95	chromosome 10 open reading frame 95	protein-coding
ENSG00000120057	SFRP5	secreted frizzled related protein 5	protein-coding
ENSG00000120063	GNA13	G protein subunit alpha 13	protein-coding
ENSG00000120068	HOXB8	homeobox B8	protein-coding
ENSG00000120071	KANSL1	KAT8 regulatory NSL complex subunit 1	protein-coding
ENSG00000120075	HOXB5	homeobox B5	protein-coding
ENSG00000120088	CRHR1	corticotropin releasing hormone receptor 1	protein-coding
ENSG00000120093	HOXB3	homeobox B3	protein-coding
ENSG00000120094	HOXB1	homeobox B1	protein-coding
ENSG00000120129	DUSP1	dual specificity phosphatase 1	protein-coding
ENSG00000120137	PANK3	pantothenate kinase 3	protein-coding
ENSG00000120149	MSX2	msh homeobox 2	protein-coding
ENSG00000120156	TEK	TEK receptor tyrosine kinase	protein-coding
ENSG00000120158	RCL1	RNA terminal phosphate cyclase like 1	protein-coding
ENSG00000120159	CAAP1	caspase activity and apoptosis inhibitor 1	protein-coding
ENSG00000120160	EQTN	equatorin	protein-coding
ENSG00000120162	MOB3B	MOB kinase activator 3B	protein-coding
ENSG00000120210	INSL6	insulin like 6	protein-coding
ENSG00000120211	INSL4	insulin like 4	protein-coding
ENSG00000120215	MLANA	melan-A	protein-coding
ENSG00000120217	CD274	CD274 molecule	protein-coding
ENSG00000120235	IFNA6	interferon alpha 6	protein-coding
ENSG00000120242	IFNA8	interferon alpha 8	protein-coding
ENSG00000120251	GRIA2	glutamate ionotropic receptor AMPA type subunit 2	protein-coding
ENSG00000120253	NUP43	nucleoporin 43	protein-coding
ENSG00000120254	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like	protein-coding
ENSG00000120256	LRP11	LDL receptor related protein 11	protein-coding
ENSG00000120262	CCDC170	coiled-coil domain containing 170	protein-coding
ENSG00000120265	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase	protein-coding
ENSG00000120278	PLEKHG1	pleckstrin homology and RhoGEF domain containing G1	protein-coding
ENSG00000120279	MYCT1	MYC target 1	protein-coding
ENSG00000120280	TASL	TLR adaptor interacting with endolysosomal SLC15A4	protein-coding
ENSG00000120289	MAGEB4	MAGE family member B4	protein-coding
ENSG00000120306	CYSTM1	cysteine rich transmembrane module containing 1	protein-coding
ENSG00000120314	WDR55	WD repeat domain 55	protein-coding
ENSG00000120318	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	protein-coding
ENSG00000120322	PCDHB8	protocadherin beta 8	protein-coding
ENSG00000120324	PCDHB10	protocadherin beta 10	protein-coding
ENSG00000120327	PCDHB14	protocadherin beta 14	protein-coding
ENSG00000120328	PCDHB12	protocadherin beta 12	protein-coding
ENSG00000120329	SLC25A2	solute carrier family 25 member 2	protein-coding
ENSG00000120332	TNN	tenascin N	protein-coding
ENSG00000120333	MRPS14	mitochondrial ribosomal protein S14	protein-coding
ENSG00000120334	CENPL	centromere protein L	protein-coding
ENSG00000120337	TNFSF18	TNF superfamily member 18	protein-coding
ENSG00000120341	SEC16B	SEC16 homolog B, endoplasmic reticulum export factor	protein-coding
ENSG00000120370	GORAB	golgin, RAB6 interacting	protein-coding
ENSG00000120436	GPR31	G protein-coupled receptor 31	protein-coding
ENSG00000120437	ACAT2	acetyl-CoA acetyltransferase 2	protein-coding
ENSG00000120438	TCP1	t-complex 1	protein-coding
ENSG00000120440	TTLL2	tubulin tyrosine ligase like 2	protein-coding
ENSG00000120451	SNX19	sorting nexin 19	protein-coding
ENSG00000120457	KCNJ5	potassium inwardly rectifying channel subfamily J member 5	protein-coding
ENSG00000120458	MSANTD2	Myb/SANT DNA binding domain containing 2	protein-coding
ENSG00000120471	TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1	protein-coding
ENSG00000120498	TEX11	testis expressed 11	protein-coding
ENSG00000120500	ARR3	arrestin 3	protein-coding
ENSG00000120509	PDZD11	PDZ domain containing 11	protein-coding
ENSG00000120519	SLC10A7	solute carrier family 10 member 7	protein-coding
ENSG00000120526	NUDCD1	NudC domain containing 1	protein-coding
ENSG00000120533	ENY2	ENY2 transcription and export complex 2 subunit	protein-coding
ENSG00000120539	MASTL	microtubule associated serine/threonine kinase like	protein-coding
ENSG00000120549	KIAA1217	KIAA1217	protein-coding
ENSG00000120555	SEPTIN7P9	septin 7 pseudogene 9	
ENSG00000120563	LYZL1	lysozyme like 1	protein-coding
ENSG00000120594	PLXDC2	plexin domain containing 2	protein-coding
ENSG00000120616	EPC1	enhancer of polycomb 1	protein-coding
ENSG00000120645	IQSEC3	IQ motif and Sec7 domain ArfGEF 3	protein-coding
ENSG00000120647	CCDC77	coiled-coil domain containing 77	protein-coding
ENSG00000120656	TAF12	TATA-box binding protein associated factor 12	protein-coding
ENSG00000120658	ENOX1	ecto-NOX disulfide-thiol exchanger 1	protein-coding
ENSG00000120659	TNFSF11	TNF superfamily member 11	protein-coding
ENSG00000120662	MTRF1	mitochondrial translation release factor 1	protein-coding
ENSG00000120664	SPART-AS1	SPART antisense RNA 1	ncRNA
ENSG00000120669	SOHLH2	spermatogenesis and oogenesis specific basic helix-loop-helix 2	protein-coding
ENSG00000120675	DNAJC15	DnaJ heat shock protein family (Hsp40) member C15	protein-coding
ENSG00000120685	PROSER1	proline and serine rich 1	protein-coding
ENSG00000120686	UFM1	ubiquitin fold modifier 1	protein-coding
ENSG00000120688	WBP4	WW domain binding protein 4	protein-coding
ENSG00000120690	ELF1	E74 like ETS transcription factor 1	protein-coding
ENSG00000120693	SMAD9	SMAD family member 9	protein-coding
ENSG00000120694	HSPH1	heat shock protein family H (Hsp110) member 1	protein-coding
ENSG00000120696	KBTBD7	kelch repeat and BTB domain containing 7	protein-coding
ENSG00000120697	ALG5	ALG5 dolichyl-phosphate beta-glucosyltransferase	protein-coding
ENSG00000120699	EXOSC8	exosome component 8	protein-coding
ENSG00000120705	ETF1	eukaryotic translation termination factor 1	protein-coding
ENSG00000120708	TGFBI	transforming growth factor beta induced	protein-coding
ENSG00000120709	FAM53C	family with sequence similarity 53 member C	protein-coding
ENSG00000120725	SIL1	SIL1 nucleotide exchange factor	protein-coding
ENSG00000120727	PAIP2	poly(A) binding protein interacting protein 2	protein-coding
ENSG00000120729	MYOT	myotilin	protein-coding
ENSG00000120733	KDM3B	lysine demethylase 3B	protein-coding
ENSG00000120738	EGR1	early growth response 1	protein-coding
ENSG00000120742	SERP1	stress associated endoplasmic reticulum protein 1	protein-coding
ENSG00000120756	PLS1	plastin 1	protein-coding
ENSG00000120784	ZFP30	ZFP30 zinc finger protein	protein-coding
ENSG00000120798	NR2C1	nuclear receptor subfamily 2 group C member 1	protein-coding
ENSG00000120800	UTP20	UTP20 small subunit processome component	protein-coding
ENSG00000120802	TMPO	thymopoietin	protein-coding
ENSG00000120805	ARL1	ARF like GTPase 1	protein-coding
ENSG00000120820	GLT8D2	glycosyltransferase 8 domain containing 2	protein-coding
ENSG00000120832	MTERF2	mitochondrial transcription termination factor 2	protein-coding
ENSG00000120833	SOCS2	suppressor of cytokine signaling 2	protein-coding
ENSG00000120837	NFYB	nuclear transcription factor Y subunit beta	protein-coding
ENSG00000120860	WASHC3	WASH complex subunit 3	protein-coding
ENSG00000120868	APAF1	apoptotic peptidase activating factor 1	protein-coding
ENSG00000120875	DUSP4	dual specificity phosphatase 4	protein-coding
ENSG00000120885	CLU	clusterin	protein-coding
ENSG00000120889	TNFRSF10B	TNF receptor superfamily member 10b	protein-coding
ENSG00000120896	SORBS3	sorbin and SH3 domain containing 3	protein-coding
ENSG00000120899	PTK2B	protein tyrosine kinase 2 beta	protein-coding
ENSG00000120903	CHRNA2	cholinergic receptor nicotinic alpha 2 subunit	protein-coding
ENSG00000120907	ADRA1A	adrenoceptor alpha 1A	protein-coding
ENSG00000120910	PPP3CC	protein phosphatase 3 catalytic subunit gamma	protein-coding
ENSG00000120913	PDLIM2	PDZ and LIM domain 2	protein-coding
ENSG00000120915	EPHX2	epoxide hydrolase 2	protein-coding
ENSG00000120925	RNF170	ring finger protein 170	protein-coding
ENSG00000120937	NPPB	natriuretic peptide B	protein-coding
ENSG00000120942	UBIAD1	UbiA prenyltransferase domain containing 1	protein-coding
ENSG00000120948	TARDBP	TAR DNA binding protein	protein-coding
ENSG00000120949	TNFRSF8	TNF receptor superfamily member 8	protein-coding
ENSG00000120952	PRAMEF2	PRAME family member 2	protein-coding
ENSG00000120963	ZNF706	zinc finger protein 706	protein-coding
ENSG00000120992	LYPLA1	lysophospholipase 1	protein-coding
ENSG00000121005	CRISPLD1	cysteine rich secretory protein LCCL domain containing 1	protein-coding
ENSG00000121022	COPS5	COP9 signalosome subunit 5	protein-coding
ENSG00000121039	RDH10	retinol dehydrogenase 10	protein-coding
ENSG00000121053	EPX	eosinophil peroxidase	protein-coding
ENSG00000121057	AKAP1	A-kinase anchoring protein 1	protein-coding
ENSG00000121058	COIL	coilin	protein-coding
ENSG00000121060	TRIM25	tripartite motif containing 25	protein-coding
ENSG00000121064	SCPEP1	serine carboxypeptidase 1	protein-coding
ENSG00000121067	SPOP	speckle type BTB/POZ protein	protein-coding
ENSG00000121068	TBX2	T-box transcription factor 2	protein-coding
ENSG00000121073	SLC35B1	solute carrier family 35 member B1	protein-coding
ENSG00000121075	TBX4	T-box transcription factor 4	protein-coding
ENSG00000121089	NACA3P	NACA family member 3, pseudogene	pseudo
ENSG00000121101	TEX14	testis expressed 14, intercellular bridge forming factor	protein-coding
ENSG00000121104	FAM117A	family with sequence similarity 117 member A	protein-coding
ENSG00000121152	NCAPH	non-SMC condensin I complex subunit H	protein-coding
ENSG00000121207	LRAT	lecithin retinol acyltransferase	protein-coding
ENSG00000121210	TMEM131L	transmembrane 131 like	protein-coding
ENSG00000121211	MND1	meiotic nuclear divisions 1	protein-coding
ENSG00000121236	TRIM6	tripartite motif containing 6	protein-coding
ENSG00000121270	ABCC11	ATP binding cassette subfamily C member 11	protein-coding
ENSG00000121274	TENT4B	terminal nucleotidyltransferase 4B	protein-coding
ENSG00000121281	ADCY7	adenylate cyclase 7	protein-coding
ENSG00000121289	CEP89	centrosomal protein 89	protein-coding
ENSG00000121297	TSHZ3	teashirt zinc finger homeobox 3	protein-coding
ENSG00000121310	ECHDC2	enoyl-CoA hydratase domain containing 2	protein-coding
ENSG00000121314	TAS2R8	taste 2 receptor member 8	protein-coding
ENSG00000121316	PLBD1	phospholipase B domain containing 1	protein-coding
ENSG00000121318	TAS2R10	taste 2 receptor member 10	protein-coding
ENSG00000121335	PRB2	proline rich protein BstNI subfamily 2	protein-coding
ENSG00000121350	PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1	protein-coding
ENSG00000121351	IAPP	islet amyloid polypeptide	protein-coding
ENSG00000121361	KCNJ8	potassium inwardly rectifying channel subfamily J member 8	protein-coding
ENSG00000121377	TAS2R7	taste 2 receptor member 7	protein-coding
ENSG00000121380	BCL2L14	BCL2 like 14	protein-coding
ENSG00000121381	TAS2R9	taste 2 receptor member 9	protein-coding
ENSG00000121388			
ENSG00000121390	PSPC1	paraspeckle component 1	protein-coding
ENSG00000121406	ZNF549	zinc finger protein 549	protein-coding
ENSG00000121410	A1BG	alpha-1-B glycoprotein	protein-coding
ENSG00000121413	ZSCAN18	zinc finger and SCAN domain containing 18	protein-coding
ENSG00000121417	ZNF211	zinc finger protein 211	protein-coding
ENSG00000121440	PDZRN3	PDZ domain containing ring finger 3	protein-coding
ENSG00000121446	RGSL1	regulator of G protein signaling like 1	protein-coding
ENSG00000121454	LHX4	LIM homeobox 4	protein-coding
ENSG00000121481	RNF2	ring finger protein 2	protein-coding
ENSG00000121486	TRMT1L	tRNA methyltransferase 1L	protein-coding
ENSG00000121542	SEC22A	SEC22 homolog A, vesicle trafficking protein	protein-coding
ENSG00000121552	CSTA	cystatin A	protein-coding
ENSG00000121570	DPPA4	developmental pluripotency associated 4	protein-coding
ENSG00000121577	POPDC2	popeye domain cAMP effector 2	protein-coding
ENSG00000121578	B4GALT4	beta-1,4-galactosyltransferase 4	protein-coding
ENSG00000121579	NAA50	N-alpha-acetyltransferase 50, NatE catalytic subunit	protein-coding
ENSG00000121594	CD80	CD80 molecule	protein-coding
ENSG00000121621	KIF18A	kinesin family member 18A	protein-coding
ENSG00000121634	GJA8	gap junction protein alpha 8	protein-coding
ENSG00000121644	DESI2	desumoylating isopeptidase 2	protein-coding
ENSG00000121653	MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1	protein-coding
ENSG00000121671	CRY2	cryptochrome circadian regulator 2	protein-coding
ENSG00000121680	PEX16	peroxisomal biogenesis factor 16	protein-coding
ENSG00000121690	DEPDC7	DEP domain containing 7	protein-coding
ENSG00000121691	CAT	catalase	protein-coding
ENSG00000121716	PILRB	paired immunoglobin like type 2 receptor beta	protein-coding
ENSG00000121741	ZMYM2	zinc finger MYM-type containing 2	protein-coding
ENSG00000121742	GJB6	gap junction protein beta 6	protein-coding
ENSG00000121743	GJA3	gap junction protein alpha 3	protein-coding
ENSG00000121749	TBC1D15	TBC1 domain family member 15	protein-coding
ENSG00000121753	ADGRB2	adhesion G protein-coupled receptor B2	protein-coding
ENSG00000121764	HCRTR1	hypocretin receptor 1	protein-coding
ENSG00000121766	ZCCHC17	zinc finger CCHC-type containing 17	protein-coding
ENSG00000121769	FABP3	fatty acid binding protein 3	protein-coding
ENSG00000121774	KHDRBS1	KH RNA binding domain containing, signal transduction associated 1	protein-coding
ENSG00000121775	TMEM39B	transmembrane protein 39B	protein-coding
ENSG00000121797	CCRL2	C-C motif chemokine receptor like 2	protein-coding
ENSG00000121807	CCR2	C-C motif chemokine receptor 2	protein-coding
ENSG00000121851	POLR3GL	RNA polymerase III subunit GL	protein-coding
ENSG00000121853	GHSR	growth hormone secretagogue receptor	protein-coding
ENSG00000121858	TNFSF10	TNF superfamily member 10	protein-coding
ENSG00000121864	ZNF639	zinc finger protein 639	protein-coding
ENSG00000121871	SLITRK3	SLIT and NTRK like family member 3	protein-coding
ENSG00000121879	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	protein-coding
ENSG00000121892	PDS5A	PDS5 cohesin associated factor A	protein-coding
ENSG00000121895	TMEM156	transmembrane protein 156	protein-coding
ENSG00000121897	LIAS	lipoic acid synthetase	protein-coding
ENSG00000121898	CPXM2	carboxypeptidase X, M14 family member 2	protein-coding
ENSG00000121900	TMEM54	transmembrane protein 54	protein-coding
ENSG00000121903	ZSCAN20	zinc finger and SCAN domain containing 20	protein-coding
ENSG00000121904	CSMD2	CUB and Sushi multiple domains 2	protein-coding
ENSG00000121905	HPCA	hippocalcin	protein-coding
ENSG00000121931	LRIF1	ligand dependent nuclear receptor interacting factor 1	protein-coding
ENSG00000121933	TMIGD3	transmembrane and immunoglobulin domain containing 3	protein-coding
ENSG00000121940	CLCC1	chloride channel CLIC like 1	protein-coding
ENSG00000121957	GPSM2	G protein signaling modulator 2	protein-coding
ENSG00000121964	QTMAN	queuosine-tRNA mannosyltransferase	protein-coding
ENSG00000121966	CXCR4	C-X-C motif chemokine receptor 4	protein-coding
ENSG00000121988	ZRANB3	zinc finger RANBP2-type containing 3	protein-coding
ENSG00000121989	ACVR2A	activin A receptor type 2A	protein-coding
ENSG00000122008	POLK	DNA polymerase kappa	protein-coding
ENSG00000122012	SV2C	synaptic vesicle glycoprotein 2C	protein-coding
ENSG00000122025	FLT3	fms related receptor tyrosine kinase 3	protein-coding
ENSG00000122026	RPL21	ribosomal protein L21	protein-coding
ENSG00000122033	MTIF3	mitochondrial translational initiation factor 3	protein-coding
ENSG00000122034	GTF3A	general transcription factor IIIA	protein-coding
ENSG00000122035	RASL11A	RAS like family 11 member A	protein-coding
ENSG00000122042	UBL3	ubiquitin like 3	protein-coding
ENSG00000122043	LINC00544	long intergenic non-protein coding RNA 544	
ENSG00000122068	FYTTD1	forty-two-three domain containing 1	protein-coding
ENSG00000122085	MTERF4	mitochondrial transcription termination factor 4	protein-coding
ENSG00000122121	XPNPEP2	X-prolyl aminopeptidase 2	protein-coding
ENSG00000122122	SASH3	SAM and SH3 domain containing 3	protein-coding
ENSG00000122126	OCRL	OCRL inositol polyphosphate-5-phosphatase	protein-coding
ENSG00000122133	PAEP	progestagen associated endometrial protein	protein-coding
ENSG00000122136	OBP2A	odorant binding protein 2A	protein-coding
ENSG00000122140	MRPS2	mitochondrial ribosomal protein S2	protein-coding
ENSG00000122145	TBX22	T-box transcription factor 22	protein-coding
ENSG00000122176	FMOD	fibromodulin	protein-coding
ENSG00000122180	MYOG	myogenin	protein-coding
ENSG00000122188	LAX1	lymphocyte transmembrane adaptor 1	protein-coding
