gene,expression
BRD8,236
BRD9,177
BRDT,0
BRE,703
BRF1,150
BRF2,285
BRI3,2805
BRI3BP,254
BRICD5,18
BRINP1,14
BRINP2,2
BRINP3,9
BRIP1,2
BRIX1,258
BRK1,2788
BRMS1,235
BRMS1L,117
BROX,205
BRPF1,147
BRPF3,221
BRS3,1
BRSK1,99
BRSK2,96
BRWD1,565
BRWD3,91
BSCL2,287
BSDC1,252
BSG,2512
BSN,224
BSND,0
BSPH1,0
BSPRY,261
BST1,8
BST2,350
BTAF1,200
BTBD1,345
BTBD10,337
BTBD11,32
BTBD16,5
BTBD17,11
BTBD18,0
BTBD19,20
BTBD2,410
BTBD3,396
BTBD6,524
BTBD7,190
BTBD8,5
BTBD9,64
BTC,48
BTD,186
BTF3,4518
BTF3L4,974
BTG1,2148
BTG2,1964
BTG3,1610
BTG4,0
BTK,10
BTLA,2
BTN1A1,0
BTN2A1,103
BTN2A2,26
BTN2A3P,1
BTN3A1,167
BTN3A2,276
BTN3A3,10
BTNL2,0
BTNL3,0
BTNL8,1
BTNL9,2
BTRC,271
BUB1,15
BUB1B,6
BUB3,726
BUD13,123
BUD31,1758
BVES,38
BYSL,269
BZRAP1,37
BZW1,2018
BZW2,225
C10orf10,4126
C10orf105,0
C10orf107,95
C10orf11,66
C10orf111,0
C10orf113,0
C10orf12,35
C10orf120,0
C10orf126,0
C10orf128,47
C10orf131,1
C10orf142,0
C10orf2,57
C10orf25,9
C10orf32,260
C10orf35,69
C10orf53,0
C10orf54,45
C10orf55,0
C10orf62,0
C10orf67,0
C10orf71,0
C10orf76,180
C10orf82,2
C10orf88,48
C10orf90,0
C10orf91,0
C10orf95,21
C10orf99,0
C11orf1,294
C11orf16,2
C11orf21,0
C11orf24,385
C11orf30,199
C11orf31,1820
C11orf39,0
C11orf40,0
C11orf42,0
C11orf44,0
C11orf45,0
C11orf49,490
C11orf52,3
C11orf53,22
C11orf54,362
C11orf57,271
C11orf58,1123
C11orf63,67
C11orf65,16
C11orf68,447
C11orf70,27
C11orf71,215
C11orf72,0
C11orf73,514
C11orf74,125
C11orf80,121
C11orf84,148
C11orf85,1
C11orf86,5
C11orf87,2
C11orf88,0
C11orf91,37
C11orf94,1
C11orf95,0
C11orf96,2379
C11orf98,10
C12orf10,868
C12orf29,205
C12orf4,115
C12orf40,0
C12orf42,0
C12orf43,134
C12orf45,135
C12orf49,155
C12orf50,0
C12orf54,0
C12orf56,0
C12orf57,2604
C12orf60,30
C12orf65,53
C12orf66,84
C12orf71,0
C12orf73,262
C12orf74,0
C12orf75,2579
C12orf76,411
C12orf77,0
C12orf79,4
C12orf80,0
C14orf1,653
C14orf105,45
C14orf119,636
C14orf132,859
C14orf142,508
C14orf159,110
C14orf166,1424
C14orf169,146
C14orf177,0
C14orf178,1
C14orf180,0
C14orf2,3341
C14orf28,88
C14orf37,72
C14orf39,0
C14orf79,114
C14orf80,40
C14orf93,135
C15orf26,0
C15orf27,1
C15orf32,0
C15orf38-AP3S2,275
C15orf39,186
C15orf40,178
C15orf41,36
C15orf43,0
C15orf48,643
C15orf52,40
C15orf53,0
C15orf54,1
C15orf56,2
C15orf57,298
C15orf59,43
C15orf61,1092
C15orf62,1
C15orf65,80
C16orf13,633
C16orf45,585
C16orf46,28
C16orf47,0
C16orf52,93
C16orf54,0
C16orf58,482
C16orf59,9
C16orf62,244
C16orf70,146
C16orf71,15
C16orf72,1175
C16orf74,5
C16orf78,0
C16orf86,53
C16orf87,176
C16orf89,2
C16orf90,0
C16orf91,142
C16orf92,1
C16orf93,34
C16orf95,48
C16orf97,0
C17orf100,0
C17orf102,0
C17orf104,6
C17orf105,0
C17orf107,102
C17orf112,0
C17orf47,0
C17orf49,122
C17orf50,0
C17orf51,73
C17orf53,4
C17orf58,394
C17orf59,232
C17orf62,269
C17orf64,0
C17orf67,8
C17orf74,0
C17orf75,94
C17orf77,0
C17orf78,0
C17orf80,212
C17orf85,221
C17orf89,1054
C17orf96,29
C17orf97,55
C17orf98,1
C17orf99,0
C18orf21,149
C18orf25,323
C18orf32,2136
C18orf42,6
C18orf54,9
C18orf63,0
C18orf65,8
C18orf8,197
C19orf12,188
C19orf18,57
C19orf24,587
C19orf25,306
C19orf33,96
C19orf35,2
C19orf38,38
C19orf43,1984
C19orf44,37
C19orf45,22
C19orf47,128
C19orf48,212
C19orf52,141
C19orf53,3595
C19orf54,52
C19orf57,8
C19orf60,689
C19orf66,204
C19orf68,89
C19orf70,1405
C19orf71,0
C19orf73,48
C19orf80,0
C19orf81,282
C19orf84,0
C1D,1385
C1GALT1,263
C1GALT1C1,404
C1QA,53
C1QB,70
C1QBP,1018
C1QC,87
C1QL1,1728
C1QL2,2
C1QL3,0
C1QL4,1
C1QTNF1,49
C1QTNF2,1
C1QTNF3,63
C1QTNF3-AMACR,0
C1QTNF4,150
C1QTNF5,0
C1QTNF6,62
C1QTNF7,0
C1QTNF9,0
C1QTNF9B,0
C1R,167
C1RL,90
C1S,290
C1orf100,0
C1orf101,11
C1orf105,2
C1orf106,158
C1orf109,115
C1orf110,0
C1orf111,0
C1orf112,29
C1orf115,134
C1orf116,190
C1orf122,2743
C1orf123,633
C1orf127,655
C1orf131,139
C1orf132,0
C1orf140,1
C1orf141,3
C1orf143,0
C1orf145,0
C1orf146,0
C1orf147,0
C1orf158,8
C1orf159,83
C1orf162,30
C1orf167,1
C1orf168,15
C1orf174,260
C1orf177,0
C1orf185,0
C1orf186,18
C1orf189,1
C1orf194,39
C1orf195,0
C1orf198,297
C1orf204,5
C1orf21,107
C1orf210,35
C1orf216,117
C1orf220,0
C1orf226,11
C1orf228,7
C1orf233,98
C1orf234,0
C1orf27,134
C1orf35,144
C1orf43,3822
C1orf50,134
C1orf52,202
C1orf53,35
C1orf54,80
C1orf56,242
C1orf61,2
C1orf64,0
C1orf68,0
C1orf74,45
C1orf87,3
C1orf94,0
C2,6
C20orf141,1
C20orf144,4
C20orf173,0
C20orf187,0
C20orf194,100
C20orf195,12
C20orf196,23
C20orf197,0
C20orf202,4
C20orf203,0
C20orf24,1143
C20orf27,238
C20orf62,0
C20orf78,0
C20orf85,0
C20orf96,109
C21orf140,0
C21orf2,237
C21orf33,10
C21orf58,46
C21orf59,440
C21orf62,3
C21orf91,225
C21orf91-OT1,0
C22orf15,0
C22orf23,15
C22orf24,0
C22orf29,36
C22orf31,0
C22orf34,0
C22orf39,216
C22orf42,191
C22orf46,19
C2CD2,110
C2CD2L,278
C2CD3,164
C2CD4A,2660
C2CD4B,1894
C2CD4C,3
C2CD4D,22
C2CD5,198
C2orf15,7
C2orf16,0
C2orf27A,17
C2orf27B,10
C2orf40,1
C2orf42,85
C2orf44,103
C2orf47,249
C2orf48,0
C2orf49,228
C2orf50,3
C2orf54,23
C2orf57,0
C2orf61,0
C2orf66,0
C2orf68,150
C2orf69,493
C2orf70,42
C2orf71,7
C2orf72,56
C2orf73,47
C2orf74,9
C2orf76,232
C2orf78,0
C2orf80,0
C2orf81,99
C2orf82,17
C2orf83,0
C2orf88,13
C2orf91,0
C3,593
C3AR1,13
C3orf14,746
C3orf17,267
C3orf18,89
C3orf20,0
C3orf22,0
C3orf30,0
C3orf33,66
C3orf35,3
C3orf36,1
C3orf38,161
C3orf49,0
C3orf52,77
C3orf56,0
C3orf58,132
C3orf62,136
C3orf67,33
C3orf70,26
C3orf79,1
C3orf80,78
C3orf84,0
C4A,15
C4B,0
C4BPA,1
C4BPB,13
C4orf17,0
C4orf19,148
C4orf22,1
C4orf26,0
C4orf27,237
C4orf29,21
C4orf3,602
C4orf32,166
C4orf33,13
C4orf36,5
C4orf45,0
C4orf46,29
C4orf47,22
C4orf48,1278
C4orf50,2
C4orf51,0
C5,36
C5AR1,19
C5AR2,0
C5orf15,998
C5orf17,0
C5orf22,127
C5orf24,678
C5orf28,231
C5orf30,152
C5orf34,15
C5orf38,98
C5orf42,81
C5orf45,187
C5orf46,2
C5orf47,0
C5orf49,74
C5orf51,222
C5orf52,0
C5orf56,187
C5orf58,1
C5orf60,1
C5orf63,10
C5orf64,0
C5orf66,0
C6,7
C6orf1,1307
C6orf10,0
C6orf106,304
C6orf118,2
C6orf120,162
C6orf132,47
C6orf136,466
C6orf141,17
C6orf15,0
C6orf163,0
C6orf165,11
C6orf201,0
C6orf203,157
C6orf222,81
C6orf223,6
C6orf226,405
C6orf25,0
C6orf47,438
C6orf48,3737
C6orf49,0
C6orf52,34
C6orf58,15
C6orf62,1136
C6orf89,775
C6orf99,7
C7,205
C7orf25,154
C7orf26,308
C7orf31,46
C7orf33,0
C7orf34,0
C7orf43,49
C7orf49,280
C7orf50,991
C7orf55,597
C7orf55-LUC7L2,549
C7orf57,6
C7orf60,77
C7orf61,6
C7orf62,0
C7orf65,0
C7orf66,0
C7orf69,0
C7orf71,0
C7orf73,1459
C7orf77,0
C8A,0
C8B,0
C8G,20
C8orf22,0
C8orf31,1
C8orf33,205
C8orf34,0
C8orf37,40
C8orf4,412
C8orf44,51
C8orf44-SGK3,0
C8orf46,0
C8orf48,9
C8orf58,54
C8orf59,888
C8orf74,0
C8orf76,356
C8orf82,749
C8orf86,0
C8orf87,0
C8orf88,70
C8orf89,0
C9,0
C9orf106,0
C9orf114,28
C9orf116,148
C9orf117,6
C9orf131,0
C9orf135,80
C9orf139,0
C9orf142,268
C9orf147,2
C9orf152,27
C9orf153,1
C9orf156,104
C9orf16,369
C9orf170,0
C9orf171,21
C9orf172,150
C9orf173,0
C9orf24,35
C9orf3,1012
C9orf40,136
C9orf43,16
C9orf47,2
C9orf50,2
C9orf57,0
C9orf62,0
C9orf64,312
C9orf66,1
C9orf69,263
C9orf72,210
C9orf78,857
C9orf84,1
C9orf85,100
C9orf89,380
C9orf9,173
C9orf91,3
C9orf92,1
CA1,0
CA10,16
CA11,199
CA12,179
CA13,52
CA14,0
CA2,74
CA3,7
CA4,36
CA5A,0
CA5B,96
CA5BP1,10
CA6,0
CA7,0
CA8,162
CA9,7
CAAP1,204
CAB39,734
CAB39L,85
CABIN1,318
CABLES1,72
CABP1,43
CABP2,0
CABP4,0
CABP5,0
CABP7,27
CABS1,0
CABYR,5
CACFD1,491
CACHD1,16
CACNA1A,618
CACNA1B,6
CACNA1C,182
CACNA1C-IT2,0
CACNA1D,167
CACNA1E,1
CACNA1F,0
CACNA1G,2
CACNA1H,204
CACNA1I,0
CACNA1S,0
CACNA2D1,526
CACNA2D2,425
CACNA2D3,25
CACNA2D4,6
CACNB1,47
CACNB2,223
CACNB3,206
CACNB4,4
CACNG1,7
CACNG2,1
CACNG3,0
CACNG4,31
CACNG5,0
CACNG6,12
CACNG7,0
CACNG8,3
CACTIN,123
CACUL1,1002
CACYBP,1115
CAD,320
CADM1,1548
CADM2,7
CADM3,9
CADM4,108
CADPS,1020
CADPS2,62
CAGE1,2
CALB1,74
CALB2,7
CALCA,1
CALCB,68
CALCOCO1,237
CALCOCO2,1011
CALCR,11
CALCRL,85
CALD1,1191
CALHM1,0
CALHM2,33
CALHM3,1
CALM1,6695
CALM2,6907
CALM3,2843
CALML3,0
CALML4,68
CALML5,0
CALML6,0
CALN1,0
CALR,9323
CALR3,1
CALU,1379
CALY,847
CAMK1,244
CAMK1D,95
CAMK1G,64
CAMK2A,0
CAMK2B,722
CAMK2D,494
CAMK2G,1316
CAMK2N1,2640
CAMK2N2,519
CAMK4,4
CAMKK1,91
CAMKK2,92
CAMKMT,57
CAMKV,15
CAMLG,1291
CAMP,0
CAMSAP1,144
CAMSAP2,162
CAMSAP3,138
CAMTA1,942
CAMTA2,627
CAND1,686
CAND2,169
CANT1,309
CANX,6569
CAP1,2671
CAP2,53
CAPG,286
CAPN1,1197
CAPN10,102
CAPN11,0
CAPN12,22
CAPN13,145
CAPN14,0
CAPN15,243
CAPN2,1283
CAPN3,9
CAPN5,65
CAPN6,34
CAPN7,271
CAPN8,4
CAPN9,1
CAPNS1,3734
CAPNS2,0
CAPRIN1,1711
CAPRIN2,110
CAPS,169
CAPS2,37
CAPSL,28
CAPZA1,1118
CAPZA2,1465
CAPZA3,1
CAPZB,2512
CARD10,140
CARD11,122
CARD14,0
CARD16,22
CARD17,0
CARD18,0
CARD6,39
CARD8,137
CARD9,96
CARF,99
CARHSP1,705
CARKD,381
CARM1,372
CARM1P1,0
CARNMT1,167
CARNS1,6
CARS,490
CARS2,371
CARTPT,221
CASC1,36
CASC10,29
CASC11,0
CASC15,25
CASC16,0
CASC17,0
CASC18,2
CASC2,43
CASC21,1
CASC23,0
CASC3,788
CASC4,2084
CASC5,1
CASC6,0
CASC8,0
CASC9,0
CASD1,394
CASK,247
CASKIN1,0
CASKIN2,148
CASP1,28
CASP10,21
CASP12,7
CASP14,0
CASP16P,0
CASP2,224
CASP3,282
CASP4,237
CASP5,0
CASP6,194
CASP7,252
CASP8,70
CASP8AP2,54
CASP9,104
CASQ1,0
CASQ2,1
CASR,384
CASS4,8
CAST,1260
CASZ1,172
CAT,258
CATIP,14
CATSPER1,4
CATSPER2,58
CATSPER2P1,52
CATSPER3,7
CATSPER4,0
CATSPERB,15
CATSPERD,0
CATSPERG,4
CAV1,519
CAV2,332
CAV3,1
CBARP,145
CBFA2T2,380
CBFA2T3,63
CBFB,578
CBL,134
CBLB,208
CBLC,74
CBLL1,146
CBLN1,9
CBLN2,0
CBLN3,20
CBLN4,85
CBR1,610
CBR3,15
CBR4,395
CBS,0
CBSL,0
CBWD1,96
CBWD2,173
CBWD3,74
CBWD5,433
CBWD7,5
CBX1,648
CBX2,19
CBX3,1300
CBX3P2,6
CBX3P4,0
CBX4,556
CBX5,1297
CBX6,2023
CBX7,339
CBX8,86
CBY1,581
CBY3,0
CC2D1A,229
CC2D1B,215
CC2D2A,49
CC2D2B,1
CCAR1,372
CCAR2,145
CCAT1,0
CCBE1,5
CCBL1,78
CCBL2,126
CCDC101,77
CCDC102A,27
CCDC102B,50
CCDC103,1
CCDC105,0
CCDC106,320
CCDC107,824
CCDC108,3
CCDC109B,275
CCDC110,45
CCDC112,135
CCDC113,111
CCDC114,5
CCDC115,243
CCDC116,0
CCDC117,274
CCDC12,630
CCDC120,126
CCDC121,45
CCDC122,4
CCDC124,566
CCDC125,72
CCDC126,111
CCDC127,266
CCDC129,0
CCDC13,11
CCDC130,206
CCDC134,20
CCDC136,17
CCDC137,178
CCDC138,18
CCDC14,126
CCDC140,0
CCDC141,4
CCDC142,8
CCDC144A,0
CCDC144B,8
CCDC144CP,2
CCDC144NL,0
CCDC146,29
CCDC148,12
CCDC149,185
CCDC15,1
CCDC150,4
CCDC151,118
CCDC152,23
CCDC153,47
CCDC154,3
CCDC155,0
CCDC157,14
CCDC158,9
CCDC159,138
CCDC162P,0
CCDC163P,50
CCDC166,0
CCDC167,434
CCDC169,5
CCDC169-SOHLH2,0
CCDC17,5
CCDC170,19
CCDC171,18
CCDC172,0
CCDC173,53
CCDC174,174
CCDC176,132
CCDC178,3
CCDC179,0
CCDC18,18
CCDC180,2
CCDC181,191
CCDC182,0
CCDC183,13
CCDC184,173
CCDC185,0
CCDC186,450
CCDC22,114
CCDC24,170
CCDC25,630
CCDC26,0
CCDC27,0
CCDC28A,303
CCDC28B,232
CCDC3,67
CCDC30,70
CCDC33,0
CCDC34,217
CCDC36,1
CCDC37,1
CCDC38,0
CCDC39,3
CCDC40,36
CCDC42,0
CCDC43,136
CCDC47,1406
CCDC50,394
CCDC51,123
CCDC53,305
CCDC54,0
CCDC57,101
CCDC58,40
CCDC59,259
CCDC6,551
CCDC60,1
CCDC61,36
CCDC62,5
CCDC63,0
CCDC64,16
CCDC64B,160
CCDC65,3
CCDC66,120
CCDC67,26
CCDC68,28
CCDC69,81
CCDC7,36
CCDC70,1
CCDC71,136
CCDC71L,87
CCDC73,3
CCDC74A,48
CCDC74B,34
CCDC77,30
CCDC78,1
CCDC79,0
CCDC8,191
CCDC80,39
CCDC81,1
CCDC82,50
CCDC83,1
CCDC84,109
CCDC85A,18
CCDC85B,691
CCDC85C,100
CCDC86,140
CCDC87,13
CCDC88A,229
CCDC88B,56
CCDC88C,34
CCDC89,4
CCDC9,63
CCDC90B,519
CCDC91,326
CCDC92,481
CCDC93,88
CCDC94,133
CCDC96,30
CCDC97,186
CCER1,0
CCHCR1,23
CCIN,0
CCK,8
CCKAR,0
CCKBR,178
CCL1,0
CCL11,11
CCL13,0
CCL14,1
CCL15,1
CCL15-CCL14,1
CCL16,0
CCL17,4
CCL18,24
CCL19,0
CCL2,576
CCL20,61
CCL21,0
CCL22,47
CCL23,0
CCL24,0
CCL25,0
CCL26,49
CCL27,4
CCL28,22
CCL3,120
CCL3L3,32
CCL4,36
CCL4L2,12
CCL5,13
CCL7,8
CCL8,0
CCM2,623
CCM2L,12
CCNA1,1
CCNA2,11
CCNB1,34
CCNB1IP1,360
CCNB2,18
CCNB3,14
CCNC,941
CCND1,778
CCND2,913
CCND3,639
CCNDBP1,555
CCNE1,17
CCNE2,0
CCNF,10
CCNG1,553
CCNG2,343
CCNH,247
CCNI,6078
CCNI2,4
CCNJ,96
CCNJL,13
CCNK,366
CCNL1,527
CCNL2,557
CCNO,15
CCNT1,318
CCNT2,232
CCNY,997
CCNYL1,40
CCP110,126
CCPG1,318
CCR1,22
CCR10,42
CCR2,0
CCR3,0
CCR4,0
CCR5,5
CCR6,1
CCR7,57
CCR8,0
CCR9,0
CCRL2,34
CCS,291
CCSAP,82
CCSER1,29
CCSER2,472
CCT2,1358
CCT3,2754
CCT4,2124
CCT5,1226
CCT6A,1401
CCT6B,27
CCT6P1,6
CCT6P3,148
CCT7,3691
CCT8,2324
CCT8L2,0
CCZ1,269
CCZ1B,190
CD101,0
CD109,31
CD14,236
CD151,414
CD160,1
CD163,29
CD163L1,14
CD164,2461
CD164L2,1
CD177,0
CD180,7
CD19,0
CD1A,0
CD1B,0
CD1C,0
CD1D,17
CD1E,0
CD2,1
CD200,873
CD200R1,13
CD200R1L,0
CD207,0
CD209,10
CD22,19
CD226,6
CD24,4129
CD244,1
CD247,1
CD248,343
CD27,1
CD274,68
CD276,692
CD28,0
CD2AP,428
CD2BP2,476
CD300A,35
CD300C,1
CD300E,0
CD300LB,2
CD300LD,0
CD300LF,1
CD300LG,0
CD302,133
CD320,682
CD33,2
CD34,98
CD36,130
CD37,17
CD38,1
CD3D,3
CD3E,0
CD3EAP,16
CD3G,0
CD4,81
CD40,161
CD40LG,0
CD44,3595
CD46,1648
CD47,857
CD48,17
CD5,52
CD52,14
CD53,55
CD55,429
CD58,50
CD59,6771
CD5L,0
CD6,26
CD63,13815
CD68,1795
CD69,5
CD7,5
CD70,1
CD72,58
CD74,575
CD79A,8
CD79B,20
CD80,0
CD81,5868
CD82,496
CD83,95
CD84,6
CD86,17
CD8A,2
CD8B,20
CD9,1431
CD93,487
CD96,2
CD99,11531
CD99L2,391
CD99P1,91
CDA,11
CDADC1,182
CDAN1,21
CDC123,762
CDC14A,22
CDC14B,279
CDC16,470
CDC20,12
CDC20B,0
CDC23,239
CDC25A,4
CDC25B,132
CDC25C,0
CDC26,586
CDC27,455
CDC34,618
CDC37,1714
CDC37L1,309
CDC40,176
CDC42,2920
CDC42-IT1,5
CDC42BPA,738
CDC42BPB,672
CDC42BPG,101
CDC42EP1,820
CDC42EP2,132
CDC42EP3,954
CDC42EP4,339
CDC42EP5,101
CDC42SE1,586
CDC42SE2,758
CDC45,3
CDC5L,292
CDC6,44
CDC7,76
CDC73,253
CDCA2,1
CDCA3,20
CDCA4,85
CDCA5,4
CDCA7,1
CDCA7L,33
CDCA8,23
CDCP1,860
CDCP2,0
CDH1,2322
CDH10,53
CDH11,101
CDH12,8
CDH13,25
CDH15,0
CDH16,0
CDH17,48
CDH18,7
CDH19,12
CDH2,143
CDH20,0
CDH22,9
CDH23,0
CDH24,47
CDH26,5
CDH3,32
CDH4,0
CDH5,116
CDH6,148
CDH7,0
CDH8,0
CDH9,0
CDHR1,6
CDHR2,18
CDHR3,3
CDHR4,0
CDHR5,26
CDIP1,957
CDIPT,1294
CDK1,30
CDK10,168
CDK11A,19
CDK11B,111
CDK12,308
CDK13,331
CDK14,209
CDK15,0
CDK16,1192
CDK17,138
CDK18,25
CDK19,125
CDK2,127
CDK20,74
CDK2AP1,2703
CDK2AP2,1725
CDK3,0
CDK4,1021
CDK5,229
CDK5R1,296
CDK5R2,947
CDK5RAP1,140
CDK5RAP2,130
CDK5RAP3,473
CDK6,615
CDK7,172
CDK8,173
CDK9,58
CDKAL1,105
CDKL1,15
CDKL2,4
CDKL3,49
CDKL4,11
CDKL5,125
CDKN1A,2862
CDKN1B,667
CDKN1C,8170
CDKN2A,205
CDKN2AIP,278
CDKN2AIPNL,91
CDKN2B,173
CDKN2C,117
CDKN2D,286
CDKN3,26
CDNF,13
CDO1,62
CDON,94
CDPF1,140
CDR1,0
CDR2,825
CDR2L,200
CDRT1,1
CDRT15,0
CDRT15L2,1
CDRT4,18
CDS1,234
CDS2,750
CDSN,2
CDT1,3
CDV3,1512
CDX1,1
CDX2,42
CDX4,0
CDY1,0
CDY1B,0
CDY2A,0
CDY2B,0
CDYL,417
CDYL2,86
CEACAM1,137
CEACAM16,0
CEACAM19,25
CEACAM20,0
CEACAM21,0
CEACAM22P,0
CEACAM3,0
CEACAM4,0
CEACAM5,10
CEACAM6,3
CEACAM7,10
CEACAM8,1
CEACAMP10,0
CEACAMP3,0
CEBPA,30
CEBPB,1358
CEBPD,964
CEBPE,0
CEBPG,722
CEBPZ,433
CEBPZOS,319
CECR1,1
CECR2,8
CECR3,0
CECR5,300
CECR6,28
CECR7,1
CEL,1271
CELA1,0
CELA2A,4060
CELA2B,342
CELA3A,31423
CELA3B,23866
CELF1,1317
CELF2,143
CELF3,582
CELF4,447
CELF5,8
CELF6,62
CELSR1,11
CELSR2,60
CELSR3,153
CEMIP,30
CEMP1,1
CEND1,0
CENPA,3
CENPB,1159
CENPBD1,119
CENPBD1P1,234
CENPC,95
CENPE,6
CENPF,23
CENPH,72
CENPI,0
CENPJ,7
CENPK,9
CENPL,33
CENPM,2
CENPN,41
CENPO,20
CENPP,44
CENPQ,53
CENPT,64
CENPU,10
CENPV,196
CENPW,71
CEP104,51
CEP112,77
CEP120,113
CEP126,295
CEP128,12
CEP131,36
CEP135,37
CEP152,16
CEP162,27
CEP164,132
CEP164P1,0
CEP170,195
CEP170B,311
CEP170P1,0
CEP19,38
CEP192,74
CEP250,6
CEP290,154
CEP295,50
CEP295NL,0
CEP350,483
CEP41,544
CEP44,147
CEP55,2
CEP57,280
CEP57L1,69
CEP63,216
CEP68,122
CEP70,87
CEP72,32
CEP76,72
CEP78,42
CEP83,115
CEP85,96
CEP85L,67
CEP89,81
CEP95,116
CEP97,133
CEPT1,135
CER1,0
CERCAM,309
CERK,868
CERKL,151
CERS1,18
CERS2,1168
CERS3,3
CERS4,220
CERS5,118
CERS6,979
CES1,24
CES1P1,0
CES2,484
CES3,0
CES4A,53
CES5A,0
CETN1,0
CETN2,1142
CETN3,207
CETP,8
CFAP126,67
CFAP20,673
CFAP221,94
CFAP36,908
CFAP43,25
CFAP44,29
CFAP45,19
CFAP46,9
CFAP47,4
CFAP52,9
CFAP53,50
CFAP54,0
CFAP57,0
CFAP58,2
CFAP61,42
CFAP69,28
CFAP70,55
CFAP74,1
CFAP97,596
CFB,345
CFC1,1210
CFC1B,52
CFD,27
CFDP1,899
CFH,5
CFHR1,0
CFHR2,0
CFHR3,1
CFHR4,1
CFHR5,0
CFI,179
CFL1,7785
CFL1P1,296
CFL2,471
CFLAR,141
CFP,5
CFTR,507
CGA,3
CGB,1
CGB1,0
CGB2,0
CGB5,0
CGB7,0
CGB8,0
CGGBP1,789
CGN,187
CGNL1,33
CGREF1,13
CGRRF1,301
CH25H,23
CHAC1,185
CHAC2,61
CHAD,10
CHADL,15
CHAF1A,28
CHAF1B,15
CHAMP1,135
CHAT,0
CHCHD1,523
CHCHD10,2580
CHCHD2,8836
CHCHD3,475
CHCHD4,277
CHCHD5,438
CHCHD6,194
CHCHD7,562
CHD1,117
CHD1L,297
CHD2,381
CHD3,499
CHD4,1038
CHD5,41
CHD6,274
CHD7,68
CHD8,397
CHD9,482
CHDH,300
CHEK1,9
CHEK2,22
CHEK2P2,1
CHERP,279
CHFR,212
CHGA,15417
CHGB,12087
CHI3L1,204
CHI3L2,0
CHIA,0
CHIC1,134
CHIC2,119
CHID1,715
CHIT1,1
CHKA,392
CHKB,250
CHKB-CPT1B,2
CHL1,48
CHM,239
CHML,50
CHMP1A,434
CHMP1B,1053
CHMP1B2P,15
CHMP2A,2063
CHMP2B,719
CHMP3,1001
CHMP4A,447
CHMP4B,2682
CHMP4C,244
CHMP5,652
CHMP6,115
CHMP7,360
CHN1,518
CHN2,66
CHODL,22
CHORDC1,375
CHP1,1354
CHP2,0
CHPF,2258
CHPF2,428
CHPT1,353
CHRAC1,123
CHRD,32
CHRDL1,8
CHRDL2,14
CHRFAM7A,0
CHRM1,0
CHRM2,0
CHRM3,74
CHRM4,0
CHRM5,0
CHRNA1,0
CHRNA10,2
CHRNA2,3
CHRNA3,2
CHRNA4,0
CHRNA5,85
CHRNA6,0
CHRNA7,6
CHRNA9,1
CHRNB1,60
CHRNB2,110
CHRNB3,0
CHRNB4,0
CHRND,1
CHRNE,46
CHRNG,0
CHST1,91
CHST10,99
CHST11,129
CHST12,178
CHST13,1
CHST14,275
CHST15,101
CHST2,190
CHST3,65
CHST4,18
CHST5,2
CHST6,1
CHST7,68
CHST8,182
CHST9,262
CHSY1,308
CHSY3,7
CHTF18,23
CHTF8,551
CHTOP,1013
CHUK,294
CHURC1,469
CHURC1-FNTB,40
CIAO1,257
CIAPIN1,421
CIART,62
CIB1,3812
CIB2,172
CIB3,0
CIB4,3
CIC,370
CIDEA,0
CIDEB,119
CIDEC,62
CIDECP,122
CIITA,5
CILP,30
CILP2,4
CINP,311
CIPC,344
CIR1,535
CIRBP,5386
CIRH1A,233
CISD1,708
CISD2,927
CISD3,668
CISH,140
CISTR,0
CIT,5
CITED1,49
CITED2,906
CITED4,232
CIZ1,433
CKAP2,89
CKAP2L,3
CKAP4,2287
CKAP5,283
CKB,879
CKLF,475
CKLF-CMTM1,0
CKM,0
CKMT1A,239
CKMT1B,277
CKMT2,11
CKS1B,525
CKS2,29
CLASP1,2
CLASP2,278
CLASRP,232
CLC,0
CLCA1,0
CLCA2,2
CLCA3P,1
CLCA4,4
CLCC1,160
CLCF1,45
CLCN1,0
CLCN2,20
CLCN3,1174
CLCN3P1,1
CLCN4,305
CLCN5,101
CLCN6,172
CLCN7,270
CLCNKA,1
CLCNKB,3
CLDN1,484
CLDN10,146
CLDN11,11
CLDN12,405
CLDN14,9
CLDN15,116
CLDN16,1
CLDN17,0
CLDN18,3
CLDN19,0
CLDN2,4
CLDN20,0
CLDN22,0
CLDN23,40
CLDN24,0
CLDN25,0
CLDN3,1017
CLDN34,0
CLDN4,1398
CLDN5,376
CLDN6,45
CLDN7,2404
CLDN8,0
CLDN9,96
CLDND1,949
CLDND2,23
CLEC10A,10
CLEC11A,374
CLEC12A,0
CLEC12B,0
CLEC14A,110
CLEC16A,17
CLEC17A,0
CLEC18A,0
CLEC18B,0
CLEC18C,0
CLEC19A,0
CLEC1A,53
CLEC1B,0
CLEC2A,0
CLEC2B,36
CLEC2D,81
CLEC2L,7
CLEC3A,1
CLEC3B,1
CLEC4A,22
CLEC4C,0
CLEC4D,0
CLEC4E,1
CLEC4F,0
CLEC4G,2
CLEC4M,5
CLEC5A,3
CLEC6A,0
CLEC7A,3
CLEC9A,0
CLECL1,0
CLGN,354
CLHC1,30
CLIC1,5376
CLIC2,51
CLIC3,0
CLIC4,632
CLIC5,10
CLIC6,186
CLINT1,1123
CLIP1,641
CLIP2,63
CLIP3,435
